event_id,member_id
235699507,81924252
235699507,218394062
235099346,102802112
235099346,133440072
235099346,187294708
235099346,171095192
235099346,10006822
235099346,210903142
235099346,81924252
243966491,201787805
243966491,91541222
243966491,226811920
243634313,201787805
243634313,91541222
243634313,56291452
243634313,136015092
243634313,2434993
243634313,196348087
243634313,189225336
235149668,139895532
235149668,215899857
235149668,82545112
235149668,3723852
235149668,187271983
235149668,183378188
235149668,194939680
235149668,115604192
235149668,214729620
243265876,157144422
243265876,5705522
msdswnywnblc,80142302
msdswnywnblc,221678171
msdswnywnblc,209156551
msdswnywnblc,92840882
msdswnywnblc,13621891
243482324,80142302
243482324,21563471
243482324,209156551
243482324,12803218
243482324,44248832
243482324,92840882
243803866,80142302
243803866,221678171
243803866,209156551
243803866,92840882
244278467,206821679
244278467,213203760
244278467,235931560
244278467,21656671
ctjgqnywnbpb,233083796
ctjgqnywnbgb,232301883
ctjgqnywnbgb,233083796
ctjgqnywmbkc,190026711
ctjgqnywmbkc,233083796
ctjgqnywmbbc,232301883
ctjgqnywmbbc,233083796
ctjgqnywmbbc,224687825
ctjgqnywmbrb,233083796
ctjgqnywmbjb,232301883
ctjgqnywmbjb,230524749
ctjgqnywmbjb,233083796
ctjgqnywmbjb,224687825
ctjgqnywlbnc,233083796
ctjgqnywlbfc,232301883
ctjgqnywlbfc,233083796
ctjgqnywlbvb,232301883
ctjgqnywlbvb,233083796
243861892,82028462
243861892,227262615
243861892,95204562
243861827,238274522
243861827,227262615
243861827,95204562
243185984,82028462
243185984,218877394
243185984,236828716
243185984,236126587
243185984,235621288
243185984,227262615
243185984,234032624
243021557,82028462
243021557,218877394
243021557,227262615
243021557,95204562
241968403,214983548
241968403,231627231
241968403,218596591
241968403,222611896
241968403,227672599
241968403,232046310
241063498,232011064
241063498,214983548
241063498,231627231
241063498,218596591
241063498,232046310
240240233,214983548
240240233,218596591
240240233,227672599
236909728,215194572
235996797,200790668
235996797,215194572
235252965,215194572
235027271,215194572
243589459,178742432
243589459,236392490
243589459,215421190
243589459,235474428
243589459,105492502
243589459,238400895
243589459,204412550
242951707,178742432
242951707,236392490
242951707,215421190
242951707,235474428
242951707,105492502
242951707,204412550
242951707,218668783
242533884,77690372
242533884,215421190
242533884,105492502
242533884,204412550
242190292,178742432
242190292,215421190
242190292,105492502
241373487,178742432
241373487,77690372
241373487,210638960
241373487,215421190
240634805,178742432
240634805,77690372
240634805,210638960
240634805,215421190
240391192,178742432
240391192,77690372
240391192,47572122
240391192,194219253
240391192,210638960
240391192,215421190
240391192,105492502
240391192,223332096
228998222,186028004
242254396,158336642
242254396,3297435
243711311,214119159
243711311,217429206
243711311,236599301
243711311,183056388
243711311,208511672
243711311,238713924
243711311,202311485
243711311,187002184
243711311,227068187
243711311,18382441
243711311,223421595
243711311,188197615
243711311,239255072
243711311,194777944
dkwpqywnbfc,227537137
dkwpqywnbfc,238037151
dkwpqywnbfc,7340356
dkwpqywnbvb,7340356
dkwpqywnbmb,238037151
dkwpqywnbmb,7340356
dkwpqywnbdb,7340356
dkwpqywmbhc,7340356
dkwpqywmbxb,227537137
dkwpqywmbxb,7340356
dkwpqywmbpb,227537137
dkwpqywmbpb,7340356
dkwpqywmbgb,227537137
dkwpqywmbgb,7340356
dkwpqywlblc,227537137
dkwpqywlblc,7340356
dkwpqywlbcc,227537137
dkwpqywlbcc,7340356
dkwpqywlbsb,227537137
dkwpqywlbsb,7340356
dkwpqywlbkb,227537137
dkwpqywlbkb,7340356
dkwpqywkbpc,227537137
dkwpqywkbpc,7340356
dkwpqywkbgc,227537137
dkwpqywkbgc,7340356
dkwpqywkbwb,227537137
dkwpqywkbwb,231108406
dkwpqywkbwb,7340356
dkwpqywkbnb,227537137
dkwpqywkbnb,7340356
dkwpqywkbfb,227537137
dkwpqywkbfb,7340356
dkwpqywjbjc,227537137
dkwpqywjbjc,226317733
dkwpqywjbjc,7340356
dkwpqywjbzb,7340356
dkwpqywjbqb,7340356
dkwpqywjbhb,7340356
dkwpqywhbmc,7340356
dkwpqywhbdc,7340356
dkwpqywhbtb,7340356
dkwpqywhblb,7340356
dkwpqywhbcb,7340356
dkwpqywgbgc,7340356
dkwpqywgbwb,7340356
dkwpqywgbnb,7340356
dkwpqywgbfb,7340356
dkwpqywfbkc,195117020
dkwpqywfbkc,7340356
dkwpqywfbbc,7340356
dkwpqywfbrb,7340356
dkwpqywfbjb,7340356
dkwpqywdbkc,7340356
dkwpqywdbbc,7340356
dkwpqywdbrb,221906851
dkwpqywdbrb,7340356
dkwpqywdbjb,7340356
dkwpqywcbnc,7340356
dkwpqywcbfc,7340356
dkwpqywcbvb,7340356
dkwpqywcbmb,218874238
dkwpqywcbmb,183933852
dkwpqywcbmb,7340356
dkwpqywcbdb,218874238
dkwpqywcbdb,7340356
dkwpqyvqbjc,7340356
dkwpqyvqbzb,7340356
dkwpqyvqbqb,7340356
dkwpqyvqbhb,7340356
dkwpqyvpblc,7340356
dkwpqyvpbcc,7340356
dkwpqyvpbsb,7340356
dkwpqyvpbkb,7340356
dkwpqyvnbpc,7340356
dkwpqyvnbgc,7340356
dkwpqyvnbwb,7340356
dkwpqyvnbnb,7340356
dkwpqyvnbfb,7340356
dkwpqyvmbjc,7340356
dkwpqyvmbzb,7340356
dkwpqyvmbqb,7340356
dkwpqyvmbhb,7340356
dkwpqyvlbmc,7340356
dkwpqyvlbdc,7340356
dkwpqyvlbtb,7340356
dkwpqyvlblb,7340356
dkwpqyvlbcb,7340356
dkwpqyvkbhc,7340356
dkwpqyvkbxb,7340356
dkwpqyvkbpb,7340356
dkwpqyvjbkc,7340356
dkwpqyvjbbc,7340356
dkwpqyvjbrb,7340356
dkwpqyvjbjb,7340356
dkwpqyvhbnc,7340356
dkwpqyvhbfc,7340356
dkwpqyvhbvb,7340356
dkwpqyvhbmb,7340356
dkwpqyvhbdb,7340356
dkwpqyvgbhc,7340356
dkwpqyvgbxb,7340356
dkwpqyvgbpb,7340356
dkwpqyvgbgb,7340356
dkwpqyvfblc,7340356
dkwpqyvfbcc,7340356
dkwpqyvfbsb,7340356
dkwpqyvfbkb,7340356
dkwpqyvdbmc,7340356
dkwpqyvdbdc,7340356
dkwpqyvdbtb,7340356
dkwpqyvdblb,7340356
dkwpqyvdbcb,7340356
dkwpqyvcbhc,7340356
dkwpqyvcbxb,7340356
dkwpqyvcbpb,7340356
dkwpqyvcbgb,7340356
dkwpqytqblc,7340356
dkwpqytqbcc,7340356
dkwpqytqbsb,7340356
dkwpqytqbkb,7340356
dkwpqytpbnc,7340356
dkwpqytpbfc,7340356
dkwpqytpbvb,7340356
dkwpqytpbmb,7340356
dkwpqytpbdb,7340356
243590962,7898365
243590962,60708922
243590962,10743245
242692606,60708922
242692606,10743245
242340764,60708922
242340764,10743245
242033375,10119159
242568670,10119159
240998999,10119159
240238515,10119159
239438161,10119159
237988160,10119159
237986816,10119159
237275198,10119159
236800395,10119159
236797598,10119159
230178733,10119159
220866838,10119159
qrzvjgyvnbkc,135318882
qrzvjgyvhbjc,12480841
qrzvjgyvdbhc,9961811
qrzvjgyvdbhc,135318882
244125835,12221290
244155812,238822553
244155812,236352728
244155812,232528811
244155812,215952752
244155812,11652625
244155812,68233302
244155812,27063842
243779350,199499388
243779350,156444832
243779350,236352728
243779350,232528811
243779350,215952752
243779350,207952764
243779350,11652625
243779350,27063842
243779350,9101358
243621987,9943371
243621987,12741629
243621987,201760733
243621987,101209152
243306411,155195962
243306411,12741629
241229719,33196332
241229719,9542867
241229719,232593309
241229719,231026011
241229719,230949630
241229719,231116368
241229719,125145522
241229719,162627572
241229719,232254435
241229719,230960787
241229719,230949393
241229719,8662154
241229719,230959361
241229719,231261959
241229719,8130600
241229719,134590862
241229719,213600223
241229719,204547781
241229719,217350178
241229719,231364008
241229719,1966421
240189368,198016947
240189368,188250804
244151660,5615516
244151660,230736743
243228565,230736743
243228560,230736743
242095490,230736743
242095490,12977589
242095490,234577232
242095321,230736743
241315120,230736743
241315120,13133092
241315120,1836291
241315120,7908284
241176265,5615516
241176265,230736743
241176265,7642860
nwcprmywnbgc,108738112
nwcprmywmbjc,108738112
nwcprmywlbdc,219351819
nwcprmywlbdc,108738112
nwcprmywkbhc,108738112
nwcprmywjbkc,199925777
nwcprmywjbkc,4389320
nwcprmywhbfc,108738112
nwcprmywgbhc,108738112
nwcprmywfblc,108738112
mvcprmywfbkc,108738112
jwcprmywfbkc,108738112
nwcprmywfbkc,108738112
tccsxlywdblc,108738112
tccsxlywcbgc,219351819
tccsxlywcbgc,108738112
tccsxlyvpbdc,187271983
tccsxlyvpbdc,214532130
tccsxlyvpbdc,108738112
tccsxlyvnbhc,114757102
tccsxlyvnbhc,108738112
tccsxlyvmbkc,108738112
233660287,108738112
242491771,6042535
242491903,6042535
241645390,6042535
236645646,214078851
236645646,11759637
236645646,6042535
236110321,6042535
236110321,76842942
235516858,36981262
235516858,6042535
235516858,185439469
233402996,78436352
233402996,200327442
233402996,211124716
233402996,6042535
232736805,6042535
232736805,190178980
232446890,6042535
232446890,3949436
232446890,185439469
241184904,203831971
239139282,203831971
240736815,168578872
240736815,6034599
237993785,110999952
237993785,227258923
237993785,224808631
237993785,227342942
237993785,168578872
237993785,217193943
237993785,6034599
237993785,13671112
237993785,226843582
242755181,34086372
235139232,186237672
235139232,8367831
235139232,56997982
235139232,8807761
mgvqlmywnbkb,233909615
mgvqlmywnbkb,234685403
mgvqlmywnbkb,233759068
mgvqlmywnbcc,233909615
244403607,235422943
244403607,208888939
mgvqlmywmbfc,113467262
mgvqlmywmbfc,236075611
mgvqlmywmbfc,208888939
mgvqlmywmbfc,228696369
mgvqlmywmbmb,233759068
mgvqlmywmbmb,193804901
mgvqlmywlbjc,231448275
mgvqlmywlbqb,233759068
mgvqlmywkbtb,231448275
mgvqlmywkbcb,230623153
mgvqlmywkbcb,208888939
mgvqlmywjbwb,71451822
mgvqlmywjbwb,13621891
mgvqlmywjbfb,71451822
mgvqlmywhbbc,71451822
mgvqlmywhbbc,220953833
mgvqlmywhbjb,71451822
mgvqlmywgbmc,71451822
mgvqlmywgbmc,224193428
mgvqlmywgbtb,220953833
mgvqlmywgbtb,208888939
mgvqlmywgbtb,224622509
mgvqlmywfbxb,54276932
mgvqlmywfbxb,220953833
mgvqlmywfbgb,54276932
mgvqlmywfbgb,220953833
mgvqlmywfbgb,208888939
mgvqlmywfbgb,220663433
mgvqlmywdbxb,208888939
mgvqlmywcblc,191248217
mgvqlmywcblc,220953833
mgvqlmywcblc,218091915
mgvqlmywcblc,220663433
pjftbmywcbsb,208888939
pjftbmywcbsb,218091915
pjftbmyvqbwb,218091915
pjftbmyvpbhb,162294102
235361008,208888939
234694755,208888939
234366828,208888939
233214307,208888939
242625061,235817188
242625061,1519567
242625061,230674257
242256427,23875762
242256427,1519567
242256427,230674257
242256427,152563132
242257179,66609162
242257179,238243465
242257179,238029854
242257179,238012817
242257179,1519567
242257179,233209962
242257179,230674257
242255975,235181565
242255975,235875357
242255975,236452896
242255975,57169392
242255975,235926574
242255975,235736341
242255975,236393798
242255975,189939144
242255975,235743723
242255975,235769146
242255975,236419248
242255975,1519567
242255975,233215469
242255975,233211028
242255975,235325662
242255975,233209962
242255975,230674257
240513783,151916002
240513783,79152872
240513783,6944107
240513783,212823747
240513783,100850562
240513783,4184723
240513783,161847002
240513799,230219048
240513799,217882384
240513799,4184723
240513799,9728295
240513808,79152872
240513808,6944107
240513808,217882384
240513808,4184723
240513808,9728295
239857287,223167558
239857287,79152872
239857287,217882384
239857287,212823747
239857287,9728295
238895276,151916002
238895276,217882384
238895276,212823747
238895276,9728295
238230063,223167558
238230063,217882384
238230063,9728295
237467535,79152872
237467535,217882384
237467535,212823747
237467535,73959802
237467535,81924252
236117916,175658842
236117916,151916002
236117916,217882384
236117916,212823747
236117916,218802736
236117916,6660031
236117801,9226839
236117801,5173876
236117801,217882384
236117801,212823747
jcbgxmywnbgc,101443692
jcbgxmywnbgc,218371564
jcbgxmywnbwb,101443692
jcbgxmywnbwb,185422955
jcbgxmywnbnb,101443692
jcbgxmywnbnb,185422955
jcbgxmywnbfb,101443692
jcbgxmywmbjc,101443692
jcbgxmywmbzb,101443692
jcbgxmywmbzb,223910698
jcbgxmywmbzb,185422955
jcbgxmywmbzb,236693603
jcbgxmywmbqb,101443692
jcbgxmywmbhb,101443692
jcbgxmywlbmc,101443692
jcbgxmywlbdc,101443692
jcbgxmywlbtb,101443692
jcbgxmywlbtb,185422955
jcbgxmywlblb,101443692
jcbgxmywlbcb,101443692
jcbgxmywkbhc,232399708
jcbgxmywkbhc,101443692
jcbgxmywkbxb,101443692
jcbgxmywkbpb,101443692
jcbgxmywkbgb,101443692
jcbgxmywjbkc,101443692
jcbgxmywjbbc,223738717
jcbgxmywjbrb,101443692
jcbgxmywjbjb,228819888
jcbgxmywjbjb,101443692
jcbgxmywjbjb,7251068
jcbgxmywhbfc,199842432
jcbgxmywhbvb,101443692
jcbgxmywhbdb,101443692
jcbgxmywgbhc,198579973
jcbgxmywgbhc,101443692
jcbgxmywgbhc,225583249
jcbgxmywgbhc,224455328
239157818,224630534
239157818,101443692
239157818,225583249
239157818,224455328
239157818,215065731
238974659,186020922
238974659,137425392
238974659,224778980
238974659,101443692
238974659,224455328
238974659,215065731
238974659,13766608
238789387,198579973
238789387,101443692
238789387,224924221
238789387,224455328
238789387,13766608
238696747,101443692
238696747,223046790
238696747,224455328
238696769,101443692
238696769,224455328
242229011,209443823
242072440,110211332
242072440,7898365
242072440,209443823
242072440,232743081
djwmlfywnbtb,105094672
djwmlfywnbtb,81801572
qwspfhywnbcb,80813302
djwmlfywmbwb,81801572
djwmlfywlbbc,231297839
djwmlfywlbbc,1127091
djwmlfywlbbc,81801572
qwspfhywlbjb,231297839
qwspfhywlbjb,233423078
djwmlfywkbvb,231297839
djwmlfywkbvb,231318853
djwmlfywkbvb,81801572
djwmlfywjbxb,81801572
djwmlfywhbcc,81801572
qwspfhywhbkb,1127091
djwmlfywgbvb,1127091
djwmlfywgbvb,80813302
djwmlfywgbvb,81801572
qwspfhywgbdb,1127091
djwmlfywfbzb,1127091
djwmlfywfbzb,81801572
djwmlfywdbzb,81801572
djwmlfywcbtb,81801572
djwmlfyvqbxb,81801572
djwmlfyvpbbc,81801572
djwmlfyvnbvb,81801572
djwmlfyvnbvb,46030152
qwspfhyvnbdb,80813302
djwmlfyvmbxb,136431502
djwmlfyvmbxb,81801572
djwmlfyvmbxb,46030152
djwmlfyvlbcc,1127091
djwmlfyvlbcc,81801572
djwmlfyvlbcc,46030152
qwspfhyvlbkb,14189585
qwspfhyvlbkb,1127091
qwspfhyvlbkb,2652159
djwmlfyvkbwb,1127091
djwmlfyvkbwb,80813302
djwmlfyvkbwb,2652159
djwmlfyvkbwb,46030152
qwspfhyvkbfb,1127091
djwmlfyvjbzb,1127091
djwmlfyvjbzb,81801572
qwspfhyvjbhb,1127091
qwspfhyvjbhb,2652159
djwmlfytqbbc,98397562
djwmlfytqbbc,1127091
djwmlfytqbbc,80813302
djwmlfytpbtb,14189585
qwspfhytpbcb,80813302
243183232,189865755
243183200,189865755
243183163,189865755
243183140,189865755
242624265,189865755
242624140,189865755
242623956,189865755
242199532,189865755
242623852,189865755
241341427,189865755
241341412,189865755
241341375,189865755
241341375,233239578
241341330,189865755
241341330,216927741
240785822,189865755
240785822,48317042
240785822,216927741
240785793,189865755
240785622,189865755
240785490,189865755
240785443,189865755
240094009,189865755
240093912,189865755
240093912,208259976
240093891,189865755
240093858,189865755
239383386,189865755
239383302,189865755
239383233,189865755
239383209,189865755
238425460,189865755
238425424,189865755
238425389,189865755
238425051,221624677
238425051,189865755
237664657,189865755
237664640,189865755
237664599,189865755
236929665,189865755
236929626,189865755
236929529,218864301
236929529,189865755
236929477,218864301
236929477,189865755
236552925,189865755
236552905,189865755
236552873,189865755
236552837,189865755
236552798,189865755
235632238,189865755
235632238,189533886
235632166,189865755
235632053,189865755
234854873,189865755
234854817,189865755
234854805,189865755
234338624,189865755
234338516,189865755
234338361,189865755
234338297,189865755
233163326,189865755
233163326,189533886
233163301,189865755
233163284,189865755
233163267,189865755
232415318,189865755
232415272,189865755
232415272,189533886
232415241,189865755
232415175,189865755
232058794,189865755
232058601,189865755
232058689,189865755
232058646,189865755
232058646,45617332
232058646,189533886
232058727,189865755
230701027,189865755
230700994,189865755
230700994,207599308
230700966,189865755
230700847,189865755
230279959,189865755
230279959,189533886
230279941,189865755
230279941,189533886
230279908,189865755
230279879,189865755
230279838,189865755
230279838,189533886
229744168,189865755
229744121,189865755
229744062,189865755
229743997,189865755
228724583,189865755
228724555,189865755
228724506,189865755
228724464,189865755
228290030,189865755
228290030,199903439
228290030,189533886
228289988,189865755
228289988,189533886
228289935,189865755
228289935,189533886
228292830,189865755
228292830,189533886
228292846,189865755
227664117,189865755
227663986,189865755
227663986,189533886
227663916,189865755
227663916,189533886
227553007,189865755
227553007,189533886
227437186,189865755
227015388,189865755
227015388,189533886
227015327,189865755
227015575,189865755
227015575,189533886
226490093,189865755
226490093,189533886
225920677,189865755
225920677,189533886
226489520,189865755
226489520,189533886
hcrrwnywpbdb,235761200
mxjbxnywnbjc,235761200
mxjbxnywnbjc,238682275
mxjbxnywnbjc,238512510
ncnrwnywnbjc,183684877
ncnrwnywnbjc,235761200
hcrrwnywnbjc,235761200
qtjcwnywpbmb,235761200
mxjbxnywpbdb,235761200
qtjcwnywpbdb,235761200
qtjcwnywnbzb,235761200
qtjcwnywnbzb,75802552
ctgzvnywnbzb,235761200
ctgzvnywnbjc,235761200
243998942,235761200
243134506,235761200
243134506,196921508
243134506,1124238
243134634,39303612
243134634,235761200
243134634,3723852
